city_municipality_,province_,region_,person_sum,dead_sum,injured_ill_sum,missing_sum,cost_sum,has_food_mean,has_cash_mean,has_hygiene_health_mean,has_sleeping_essentials_mean,has_shelter_support_mean,num_typhoons,region_first,recurrence_rate,cost_per_family
BOGO CITY,CEBU,7,807.0,0.0,0.0,0.0,960.0,0.6666666666666666,0.0,0.0,0.0,0.0,3,7,0.75,4.363636363636363
BOKOD,BENGUET,Car,9817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,Car,1.2,0.0
BOLINAO,PANGASINAN,1,180366.0,0.0,0.0,0.0,12770401.0,0.125,0.125,0.0,0.0,0.0,8,1,1.6,297.5812322319057
BOLINEY,ABRA,Car,16950.0,0.0,0.0,0.0,1547694.6600000001,0.4,0.4,0.0,0.0,0.0,5,Car,1.0,429.08085943997787
BOLJOON,CEBU,7,17243.0,1.0,0.0,0.0,2120000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,448.3925549915398
BOMBON,CAMARINES SUR,5,18167.0,0.0,0.0,0.0,1716055.9,0.125,0.0,0.0,0.0,0.0,8,5,1.6,350.1440318302387
BOMBON,NORTHERN SAMAR,8,10382.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0.8,0.0
BONGABON,NUEVA ECIJA,3,2421.0,0.0,0.0,0.0,123900.0,0.0,0.0,0.0,0.0,0.0,5,3,1.0,206.15640599001665
BONGABONG,ORIENTAL MINDORO,4B,18273.0,0.0,0.0,0.0,2485220.35,0.3333333333333333,0.0,0.0,0.0,0.0,6,4B,1.0,677.5409896401309
BONGAO,TAWI TAWI,Barmm,1170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Barmm,0.5,0.0
BONIFACIO,MISAMIS OCCIDENTAL,10,3519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
BONTOC,KALINGA,Car,0.0,0.0,0.0,0.0,4757.1,1.0,0.0,0.0,0.0,0.0,1,Car,1.0,4757.1
BONTOC,MOUNTAIN PROVINCE,Car,2771.0,0.0,3.0,0.0,46081.8,0.3333333333333333,0.0,0.0,0.0,0.0,6,Car,1.2,56.33471882640587
BONTOC,SOUTHERN LEYTE,8,37984.0,0.0,0.0,0.0,7402310.26,0.4,0.2,0.2,0.4,0.2,5,8,1.25,735.9624438258103
BORBON,CEBU,7,2983.0,0.0,0.0,0.0,384790.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,405.46891464699684
BORONGAN CITY,EASTERN SAMAR,8,4782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
BOSTON,DAVAO ORIENTAL,11,9867.0,0.0,0.0,0.0,1896032.0,1.0,0.0,0.0,0.0,0.0,1,11,1.0,771.6857956857957
BOTOLAN,ZAMBALES,3,5850.0,1.0,0.0,0.0,3506805.7,0.2,0.0,0.0,0.0,0.0,10,3,2.0,1779.2012683916794
BRAULIO EAST DUJALI,DAVAO DEL NORTE,11,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,1.0,0.0
BROOKES POINT,PALAWAN,4B,2050.0,0.0,0.0,0.0,1061708.5,0.2,0.0,0.0,0.0,0.0,5,4B,1.0,2157.944105691057
BUBONG,LANAO DEL SUR,Barmm,31430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Barmm,0.6,0.0
BUCAY,ABRA,Car,43548.0,1.0,7.0,0.0,1330741.2,0.8,0.4,0.0,0.0,0.0,5,Car,1.6666666666666667,121.27414563018317
BUCAY,BATAAN,3,79530.0,0.0,0.0,0.0,244720.0,0.0,0.0,0.0,0.0,0.0,3,3,1.5,15.260663507109005
BUCLOC,ABRA,Car,7887.0,0.0,0.0,0.0,705930.2,0.25,0.25,0.0,0.0,0.0,4,Car,0.8,327.4258812615955
BUENAVISTA,AGUSAN DEL NORTE,Caraga,4150.0,0.0,0.0,0.0,236415.0,0.0,0.0,0.0,0.0,0.0,2,Caraga,2.0,240.99388379204893
BUENAVISTA,BOHOL,7,25004.0,4.0,0.0,0.0,3922000.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,0.6,374.02250619874116
BUENAVISTA,GUIMARAS,6,13543.0,0.0,0.0,0.0,257169.8,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,9,6,1.8,62.816267708842204
BUENAVISTA,MARINDUQUE,4B,50042.0,4.0,13.0,0.0,4803614.9399999995,0.4,0.0,0.2,0.2,0.0,10,4B,1.6666666666666667,369.1964445469218
BUENAVISTA,QUEZON,4A,25305.0,0.0,2.0,0.0,2066680.0,0.18181818181818182,0.0,0.0,0.0,0.0,10,4A,1.6666666666666667,343.5876974231089
BUGALLON,PANGASINAN,1,94406.0,0.0,0.0,0.0,17041595.0,0.2,0.0,0.0,0.0,0.0,5,1,1.25,507.4470714349522
BUGASONG,ANTIQUE,6,35659.0,1.0,0.0,0.0,6410108.3,0.625,0.125,0.0,0.0,0.0,8,6,1.6,589.1102196489293
BUGUEY,CAGAYAN,2,93883.0,0.0,0.0,0.0,6184973.609999999,0.6,0.1,0.2,0.1,0.1,10,2,2.0,241.48733445260032
BUGUIAS,BENGUET,Car,12283.0,0.0,9.0,0.0,1333484.45,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0,6,Car,1.2,400.5660708921598
BUHI,CAMARINES SUR,5,49833.0,0.0,0.0,0.0,1315217.0,0.0,0.0,0.0,0.0,0.0,11,5,1.8333333333333333,105.77585652243847
BULA,CAMARINES SUR,5,110880.0,0.0,0.0,0.0,4245811.5,0.3,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,159.12046996214818
BULAKAN,BULACAN,3,301309.0,0.0,0.0,0.0,1794332.0,0.09090909090909091,0.0,0.0,0.0,0.0,11,3,1.8333333333333333,19.76093037598291
BULALACAO,MARINDUQUE,4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4B,1.0,0.0
BULALACAO,ORIENTAL MINDORO,4B,14852.0,0.0,0.0,0.0,889891.66,0.625,0.0,0.125,0.125,0.0,8,4B,1.3333333333333333,247.32953307392998
BULAN,SORSOGON,5,85262.0,0.0,0.0,0.0,3926435.52,0.3,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,182.89712688652878
BULDON,MAGUINDANAO,Barmm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
BULUAN,APAYAO,Car,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Car,1.0,0.0
BULUSAN,SORSOGON,5,13972.0,0.0,0.0,0.0,591366.5,0.14285714285714285,0.0,0.0,0.0,0.0,7,5,1.4,121.58028371710526
BUNAWAN,AGUSAN DEL SUR,Caraga,19363.0,0.0,0.0,0.0,1287747.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,Caraga,1.0,248.26431463273568
BURAUEN,LEYTE,8,6730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
BURDEOS,QUEZON,4A,38266.0,1.0,0.0,0.0,11313400.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,7,4A,1.1666666666666667,1204.3219076005962
BURGOS,ILOCOS NORTE,1,6635.0,0.0,0.0,0.0,459820.92,0.2,0.0,0.0,0.0,0.0,5,1,1.25,317.7753420870767
BURGOS,ILOCOS SUR,1,5811.0,0.0,0.0,0.0,264027.0,0.0,0.0,0.0,0.0,0.0,8,1,1.6,169.79228295819937
BURGOS,ISABELA,2,1928.0,0.0,0.0,0.0,419697.85,1.0,0.0,0.0,0.5,0.5,2,2,0.6666666666666666,837.7202594810378
BURGOS,LA UNION,1,768.0,0.0,0.0,0.0,33550.0,0.0,0.0,0.0,0.0,0.0,6,1,1.2,161.29807692307693
BURGOS,PANGASINAN,1,17577.0,0.0,0.0,0.0,3752557.7,0.2,0.2,0.0,0.0,0.0,5,1,1.6666666666666667,692.4815833179554
BURGOS,SURIGAO DEL NORTE,Caraga,6528.0,0.0,0.0,0.0,6501612.69,0.0,1.0,0.0,0.0,0.0,1,Caraga,1.0,4340.195387182911
BURUANGA,AKLAN,6,114733.0,0.0,0.0,0.0,4571937.0,0.5,0.2,0.1,0.0,0.0,10,6,2.0,147.93518848082834
BUSTOS,BULACAN,3,29704.0,0.0,0.0,0.0,698091.51,0.14285714285714285,0.0,0.0,0.0,0.0,7,3,1.4,79.77276996914638
BUSUANGA,PALAWAN,4B,3786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4B,1.0,0.0
BUTUAN,BUTUAN CITY,Caraga,47267.0,0.0,0.0,0.0,3532435.0,0.4,0.0,0.0,0.0,0.0,5,Caraga,1.6666666666666667,288.9517382413088
CABA,LA UNION,1,47224.0,1.0,0.0,0.0,4787720.7,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,7,1,1.4,380.128678046844
CABADBARAN CITY,AGUSAN DEL NORTE,Caraga,72333.0,0.0,0.0,0.0,1628689.0,0.2,0.0,0.0,0.0,0.0,5,Caraga,1.6666666666666667,110.58453286257469
CABAGAN,ISABELA,2,21503.0,0.0,0.0,0.0,1447705.48,0.6666666666666666,0.0,0.0,0.0,0.0,3,2,1.0,330.60184517013016
CABANATUAN CITY,NUEVA ECIJA,3,443270.0,0.0,4.0,0.0,1893225.5,0.0,0.0,0.0,0.0,0.0,9,3,1.8,14.653334726511405
CABANGAN,ZAMBALES,3,1992.0,0.0,0.0,0.0,407025.7,0.14285714285714285,0.0,0.0,0.0,0.0,7,3,1.75,714.0801754385965
CABANGLASAN,BUKIDNON,10,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,1.0,0.0
CABARROGUIS,QUIRINO,2,48944.0,0.0,0.0,0.0,340674.3,0.625,0.0,0.0,0.0,0.0,8,2,1.6,27.580497085492226
CABATUAN,ILOILO,6,4787.0,0.0,0.0,0.0,2362446.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,6,6,1.2,1978.5979899497488
CABATUAN,ISABELA,2,1015.0,0.0,0.0,0.0,802724.56,0.4,0.0,0.2,0.2,0.0,5,2,1.0,2589.434064516129
CABIAO,NUEVA ECIJA,3,90296.0,0.0,0.0,0.0,5317595.1,0.16666666666666666,0.0,0.0,0.0,0.0,6,3,1.0,293.5627194435243
CABUCGAYAN,BILIRAN,8,7006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,2.0,0.0
CABUGAO,ILOCOS SUR,1,22886.0,0.0,0.0,0.0,5504.0,0.0,0.0,0.0,0.0,0.0,8,1,1.6,0.8312943664099078
CABUSAO,CAMARINES SUR,5,44992.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,9,5,1.5,183.7053366400294
CABUYAO CITY,LAGUNA,4A,6726.0,1.0,0.0,0.0,6344163.3100000005,0.0,0.125,0.125,0.0,0.0,8,4A,1.3333333333333333,4046.0225191326535
CADIZ CITY,NEGROS OCCIDENTAL,6,17373.0,0.0,0.0,0.0,843038.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,6,6,1.5,175.01307867967614
CAGAYAN DE ORO,MISAMIS ORIENTAL,10,3509.0,1.0,0.0,0.0,94810.0,0.0,0.0,0.14285714285714285,0.0,0.0,7,10,1.4,107.12994350282486
CAGAYAN DE ORO,MISAMIS ORIENTAL,9,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
CAGAYANCILLO,PALAWAN,4B,11604.0,0.0,0.0,0.0,1086798.0,1.0,0.0,0.0,0.0,0.0,2,4B,0.4,467.8424451140766
CAGDIANAO,DINAGAT ISLANDS,13,18973.0,3.0,80.0,0.0,24741861.4,0.0,0.3333333333333333,0.0,0.0,0.0,3,13,1.0,4381.416929343014
CAGWAIT,SURIGAO DEL SUR,Caraga,22981.0,0.0,0.0,0.0,600000.0,0.5,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,106.34526763559022
CAIBIRAN,BILIRAN,8,27489.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1.0,0.0
CAINTA,RIZAL,4A,30379.0,0.0,0.0,0.0,4644115.82,0.2,0.0,0.4,0.0,0.0,5,4A,0.8333333333333334,619.1328916144514
CAJIDIOCAN,ROMBLON,4B,3483.0,1.0,0.0,0.0,267285.0,0.2857142857142857,0.0,0.0,0.0,0.0,7,4B,1.4,272.4617737003058
CALABANGA,CAMARINES SUR,5,137732.0,1.0,0.0,0.0,3099021.5,0.16666666666666666,0.0,0.0,0.0,0.0,12,5,2.0,92.41982285577956
CALACA CITY,BATANGAS,4A,12801.0,0.0,0.0,0.0,401372.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,4A,1.5,117.15469935785173
CALAMBA,MISAMIS OCCIDENTAL,10,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
CALAMBA CITY,LAGUNA,4A,28038.0,1.0,3.0,0.0,4785674.4,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,9,4A,1.5,634.7890171110228
CALANASAN,APAYAO,Car,38030.0,0.0,2.0,0.0,5065347.39,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.0,0.0,9,Car,1.5,508.2628326309452
CALAPAN,MARINDUQUE,4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4B,1.0,0.0
CALAPAN,ORIENTAL MINDORO,4B,65011.0,0.0,0.0,0.0,1009950.0,0.36363636363636365,0.0,0.09090909090909091,0.0,0.0,11,4B,1.8333333333333333,69.49834847233691
CALAPE,BOHOL,7,39726.0,3.0,2.0,0.0,4861970.0,0.5,0.0,0.0,0.0,0.0,4,7,0.8,457.16690173953924
CALASIAO,PANGASINAN,1,289567.0,0.0,0.0,0.0,26451120.8,0.125,0.0,0.125,0.125,0.0,8,1,1.6,396.7350731941445
CALATAGAN,BATANGAS,4A,19867.0,0.0,0.0,0.0,1781790.0,0.0,0.0,0.0,0.0,0.0,6,4A,1.0,338.35738701101405
CALATRAVA,NEGROS OCCIDENTAL,6,40869.0,0.0,0.0,0.0,1297368.47,0.3333333333333333,0.0,0.0,0.0,0.0,6,6,1.2,147.02725181323663
CALATRAVA,ROMBLON,4B,827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4B,1.0,0.0
CALAUAG,QUEZON,4A,30687.0,0.0,0.0,0.0,1060500.0,0.1,0.0,0.0,0.0,0.0,9,4A,1.8,128.002414001207
CALAUAN,LAGUNA,4A,26725.0,0.0,0.0,0.0,2719500.0,0.0,0.0,0.0,0.0,0.0,6,4A,1.0,364.1049671977507
CALAYAN,CAGAYAN,2,51457.0,0.0,0.0,0.0,2096776.27,0.7,0.1,0.3,0.2,0.1,10,2,2.0,142.09652141501763
CALBAYOG,SAMAR,8,1988.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0.8,0.0
CALBIGA,SAMAR,8,34940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
CALINOG,ILOILO,6,11337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1.0,0.0
CALINTAAN,OCCIDENTAL MINDORO,4B,26309.0,0.0,0.0,0.0,4652705.2,0.3333333333333333,0.0,0.0,0.0,0.0,6,4B,1.5,833.3700877664338
CALOOCAN CITY,NCR,Ncr,176638.0,0.0,0.0,0.0,20405194.06,0.25,0.0,0.0,0.0,0.0,8,Ncr,1.3333333333333333,448.74195241027445
CALUBIAN,LEYTE,8,3002.0,3.0,0.0,0.0,20000.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,8,0.75,19.9203187250996
CALUMPIT,BULACAN,3,1101948.0,0.0,0.0,0.0,32320163.72,0.18181818181818182,0.0,0.0,0.0,0.0,11,3,1.8333333333333333,108.64358804388748
CALUYA,ANTIQUE,6,21780.0,0.0,0.0,0.0,2592292.0,0.2,0.4,0.0,0.0,0.0,5,6,1.0,424.68741808650066
CAMALANIUGAN,CAGAYAN,2,21478.0,0.0,0.0,0.0,7296450.45,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,9,2,1.8,1287.9877228596647
CAMALIG,ALBAY,5,65814.0,0.0,0.0,0.0,1222947.9,0.3,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,62.989848055627085
CAMALIGAN,CAMARINES SUR,5,56516.0,0.0,0.0,0.0,870871.5,0.14285714285714285,0.0,0.0,0.0,0.0,7,5,1.4,57.92679925502195
CAMILING,TARLAC,3,106202.0,0.0,0.0,0.0,2214868.0,0.2,0.0,0.2,0.0,0.0,5,3,1.25,73.78957889125799
CAN AVID,EASTERN SAMAR,8,76161.0,0.0,16.0,0.0,2231185.0,0.5,0.0,0.0,0.0,0.0,6,8,1.2,112.26652913354131
CANAMAN,CAMARINES SUR,5,88942.0,0.0,0.0,0.0,2596168.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,5,1.8,111.67754979137094
CANDABA,PAMPANGA,3,292023.0,0.0,0.0,0.0,5932430.0,0.2222222222222222,0.0,0.0,0.0,0.0,9,3,1.5,78.09836626690011
CANDELARIA,QUEZON,4A,2943.0,0.0,0.0,0.0,156000.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,4A,1.5,211.3821138211382
CANDELARIA,ZAMBALES,3,8476.0,0.0,0.0,0.0,828217.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,3,1.5,266.2221150755384
CANDIJAY,BOHOL,7,26703.0,1.0,2.0,0.0,2265750.0,0.5,0.0,0.0,0.0,0.0,2,7,2.0,254.52145585261738
CANDON,ILOCOS SUR,1,79369.0,0.0,0.0,0.0,12665318.8,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,6,1,1.2,526.0339244922541
CANDON,NEGROS OCCIDENTAL,6,38542.0,3.0,0.0,0.0,10125909.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,6,6,1.2,917.201902173913
CANLAON CITY,NEGROS ORIENTAL,7,16129.0,1.0,3.0,0.0,2652898.0,0.5,0.0,0.0,0.0,0.0,2,7,0.5,544.5192939244663
CANTILAN,SURIGAO DEL SUR,Caraga,35309.0,0.0,0.0,0.0,3184106.5,0.5,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,357.4836083978893
CAOAYAN,ILOCOS SUR,1,55632.0,0.0,0.0,0.0,4773808.0,0.0,0.0,0.0,0.0,0.0,5,1,1.0,326.52585499316007
CAPALONGA,CAMARINES NORTE,5,49300.0,0.0,0.0,0.0,5132659.2299999995,0.3333333333333333,0.0,0.0,0.0,0.0,12,5,2.0,477.85673866492874
CAPAS,TARLAC,3,26048.0,0.0,0.0,0.0,436145.0,0.16666666666666666,0.0,0.0,0.0,0.0,6,3,1.5,62.09353644646925
CAPOOCAN,LEYTE,8,24928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,0.0
CAPUL,NORTHERN SAMAR,8,17697.0,0.0,3.0,0.0,549070.0,0.25,0.0,0.0,0.0,0.0,4,8,0.8,136.92518703241896
CARAGA,DAVAO ORIENTAL,11,37739.0,0.0,0.0,0.0,5273842.15,0.5,0.0,0.0,0.0,0.0,2,11,1.0,634.1801527176527
CARAMOAN,CAMARINES SUR,5,87676.0,0.0,0.0,0.0,3269633.5,0.125,0.0,0.0,0.0,0.0,8,5,1.3333333333333333,159.42432590569993
CARAMOAN,CATANDUANES,5,40097.0,0.0,1.0,0.0,1807360.0,0.0,0.0,0.0,0.0,0.0,8,5,1.6,186.21059138677106
CARASI,ILOCOS NORTE,1,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0.0
CARCAR CITY,CEBU,7,4752.0,1.0,0.0,0.0,1887000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,1190.5362776025236
CARDONA,RIZAL,4A,8150.0,1.0,0.0,0.0,6390.0,0.0,0.0,0.0,0.0,0.0,6,4A,1.0,2.607099143206854
CARIGARA,LEYTE,8,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,0.0
CARLES,ILOILO,6,199565.0,2.0,0.0,0.0,2431445.88,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,7,6,1.1666666666666667,46.17692298926977
CARMEN,AGUSAN DEL NORTE,Caraga,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Caraga,2.0,0.0
CARMEN,BOHOL,7,54755.0,0.0,2.0,0.0,4670000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,340.2054345450572
CARMEN,CEBU,7,7731.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,7,1.0,0.0
CARMEN,DAVAO DEL NORTE,11,37123.0,0.0,0.0,0.0,911200.0,0.0,0.5,0.0,0.0,0.0,2,11,1.0,119.51731374606506
CARMEN,SURIGAO DEL SUR,Caraga,18609.0,0.0,1.0,0.0,285902.4,0.5,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,58.15752644426363
CARMONA,CAVITE,4A,1133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4A,1.0,0.0
CARRANGLAN,NUEVA ECIJA,3,2407.0,0.0,0.0,0.0,3174784.0,0.25,0.0,0.0,0.0,0.0,4,3,1.3333333333333333,4788.51282051282
CARRASCAL,SURIGAO DEL SUR,Caraga,36997.0,0.0,0.0,0.0,162265.0,0.0,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,14.487946428571428
CASIGURAN,AURORA,3,26293.0,0.0,0.0,0.0,5002704.0,0.18181818181818182,0.0,0.0,0.0,0.0,11,3,1.8333333333333333,628.7173557873571
CASIGURAN,QUEZON,4A,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4A,1.0,0.0
CASIGURAN,SORSOGON,5,43076.0,0.0,0.0,0.0,1218855.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,5,1.8,100.90694593923338
CASTILLA,SORSOGON,5,33195.0,1.0,0.0,0.0,329413.42,0.25,0.0,0.125,0.125,0.0,8,5,1.3333333333333333,36.53248530553399
CASTILLEJOS,ZAMBALES,3,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,2.0,0.0
CATAINGAN,MASBATE,5,2690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,1.6,0.0
CATANAUAN,QUEZON,4A,61505.0,1.0,1.0,0.0,3071000.0,0.2,0.0,0.0,0.0,0.0,9,4A,1.8,228.36109458655562
CATARMAN,CAMIGUIN,10,1896.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,3,10,0.6,301.2048192771084
CATARMAN,NORTHERN SAMAR,8,159068.0,0.0,5.0,0.0,735385.0,0.4,0.0,0.0,0.0,0.0,5,8,1.0,20.11281896999699
CATBALOGAN,SAMAR,8,23099.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1.25,0.0
CATEEL,DAVAO ORIENTAL,11,69248.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,11,1.0,0.0
CATIGBIAN,BOHOL,7,26149.0,4.0,0.0,0.0,2862000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,396.06974813174645
CATMON,CEBU,7,4214.0,0.0,0.0,0.0,366230.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,1.5,263.85446685878964
CATUBIG,NORTHERN SAMAR,8,76392.0,1.0,0.0,0.0,4325280.0,0.25,0.0,0.0,0.25,0.25,4,8,0.8,225.68640751369685
CAUAYAN,NEGROS OCCIDENTAL,6,98371.0,3.0,0.0,0.0,13123536.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,6,6,1.2,562.5176382340335
CAUAYAN CITY,ISABELA,2,49468.0,0.0,0.0,0.0,1005295.0,0.25,0.0,0.0,0.0,0.0,4,2,1.3333333333333333,72.46936274509804
CAVINTI,LAGUNA,4A,261.0,0.0,0.0,0.0,2000.0,0.0,0.14285714285714285,0.0,0.0,0.0,7,4A,1.1666666666666667,33.898305084745765
CAVITE CITY,CAVITE,4A,11394.0,0.0,0.0,0.0,21473626.65,0.14285714285714285,0.0,0.0,0.0,0.0,7,4A,1.1666666666666667,7222.881483350151
CAWAYAN,MASBATE,5,10181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,1.4,0.0
CAWAYAN,QUEZON,4A,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4A,1.0,0.0
CEBU CITY,CEBU,7,83417.0,15.0,184.0,4.0,5919950.0,0.4,0.4,0.0,0.0,0.0,5,7,1.0,218.54511222681631
CERVANTES,ILOCOS SUR,1,21321.0,0.0,0.0,0.0,29780.0,0.0,0.0,0.0,0.0,0.0,5,1,1.0,6.533567354102677
CLARIN,BOHOL,7,24508.0,1.0,0.0,0.0,3077000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,410.2119717371017
CLARIN,MISAMIS OCCIDENTAL,10,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
CLAVER,SURIGAO DEL NORTE,Caraga,41611.0,0.0,6.0,0.0,6060311.6,0.0,0.0,0.0,0.0,0.0,3,Caraga,1.0,503.34813953488367
CLAVERIA,CAGAYAN,2,62006.0,2.0,0.0,0.0,4388305.98,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,12,2,2.0,273.27848922655375
CLAVERIA,MASBATE,5,10003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1.2,0.0
CLAVERIA,MISAMIS ORIENTAL,10,764.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
COMPOSTELA,CEBU,7,42288.0,0.0,0.0,0.0,2385000.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,1.5,182.2001527883881
COMPOSTELA,DAVAO DE ORO,11,6193.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,11,1.0,0.0
CONCEPCION,ILOILO,6,72761.0,1.0,0.0,0.0,6296518.88,0.8,0.4,0.0,0.0,0.0,5,6,1.0,352.7856835499776
CONCEPCION,OCCIDENTAL MINDORO,4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4B,1.0,0.0
CONCEPCION,ROMBLON,4B,7283.0,0.0,0.0,0.0,948633.4,0.25,0.0,0.0,0.0,0.0,4,4B,0.6666666666666666,577.0276155717762
CONCEPCION,TARLAC,3,47913.0,0.0,0.0,0.0,2632186.8200000003,0.25,0.0,0.0,0.0,0.0,8,3,1.3333333333333333,196.5932347449399
CONG,AURORA,3,0.0,0.0,0.0,0.0,769770.0,1.0,0.0,0.0,0.0,0.0,1,3,1.0,769770.0
CONNER,APAYAO,Car,9030.0,0.0,0.0,0.0,1161723.0300000003,0.6,0.3,0.1,0.1,0.0,10,Car,2.0,441.5518928164197
CONSOLACION,CEBU,7,86061.0,0.0,0.0,0.0,4175729.0,1.0,0.0,0.0,0.0,0.0,2,7,1.0,145.5566438929169
CORCUERA,ROMBLON,4B,4011.0,0.0,0.0,0.0,794795.0,0.25,0.0,0.125,0.0,0.0,8,4B,1.3333333333333333,607.1772345301757
