city_municipality_,province_,region_,person_sum,dead_sum,injured_ill_sum,missing_sum,cost_sum,has_food_mean,has_cash_mean,has_hygiene_health_mean,has_sleeping_essentials_mean,has_shelter_support_mean,num_typhoons,region_first,recurrence_rate,cost_per_family
HINOBA AN,NEGROS OCCIDENTAL,6,75086.0,0.0,1.0,0.0,11567683.74,0.4,0.5,0.2,0.2,0.0,10,6,1.6666666666666667,601.7000644993498
HINUNANGAN,SOUTHERN LEYTE,8,13352.0,1.0,0.0,0.0,5004886.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,8,1.5,1325.446504237288
HINUNDAYAN,SOUTHERN LEYTE,8,13699.0,0.0,0.0,0.0,5022500.37,0.5,0.5,0.5,0.5,0.5,2,8,1.0,1346.1539453229698
HUNGDUAN,IFUGAO,Car,498.0,0.0,0.0,0.0,21179.35,0.4,0.2,0.0,0.0,0.0,5,Car,1.25,152.36942446043165
IBA,ZAMBALES,3,3550.0,0.0,0.0,0.0,58160.92,0.1,0.0,0.0,0.0,0.0,10,3,2.0,60.458336798336795
IBAAN,BATANGAS,4A,2565.0,0.0,0.0,0.0,829857.53,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,7,4A,1.1666666666666667,1298.6815805946792
IBAJAY,AKLAN,6,23276.0,0.0,0.0,0.0,1490831.3599999999,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.0,6,6,1.2,239.33719056028252
IGBARAS,ILOILO,6,10725.0,1.0,0.0,0.0,817321.02,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,7,6,1.4,305.6548317127898
IGUIG,CAGAYAN,2,4317.0,0.0,0.0,0.0,1391636.9,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,6,2,1.5,1295.7513035381749
ILAGAN CITY,ISABELA,2,26281.0,0.0,0.0,0.0,3980494.0,0.5,0.0,0.0,0.0,0.0,4,2,0.8,512.9502577319588
ILIGAN,LANAO DEL NORTE,10,15752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0.6,0.0
ILOG,NEGROS OCCIDENTAL,6,93481.0,2.0,0.0,0.0,29355863.740000002,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,6,6,1.2,1147.9690184576882
ILOILO CITY,ILOILO,6,156802.0,1.0,0.0,0.0,17785954.599999998,0.5,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.0,12,6,2.0,446.7710273800552
IMELDA,ZAMBOANGA SIBUGAY,9,4004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
IMPASUGONG,BUKIDNON,10,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0.6666666666666666,0.0
IMUS CITY,CAVITE,4A,77533.0,3.0,0.0,0.0,20158164.36,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,6,4A,1.0,991.2063903230564
INABANGA,BOHOL,7,38721.0,4.0,0.0,0.0,7051650.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,532.4411054062217
INDANAN,SULU,Barmm,47.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
INDANG,CAVITE,4A,2766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4A,0.5,0.0
INFANTA,PANGASINAN,1,27939.0,0.0,0.0,0.0,3259295.02,0.16666666666666666,0.0,0.0,0.0,0.0,6,1,1.5,329.0223117302645
INFANTA,QUEZON,4A,6474.0,1.0,0.0,0.0,8556034.75,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,7,4A,1.4,4977.332606166376
INITAO,MISAMIS ORIENTAL,10,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,1.0,0.0
INOPACAN,LEYTE,8,62505.0,1.0,10.0,0.0,6548985.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,8,1.5,361.0046303952373
IRIGA CITY,CAMARINES SUR,5,214525.0,0.0,0.0,0.0,2212422.64,0.2,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,47.76387392055268
IROSIN,SORSOGON,5,20587.0,0.0,0.0,0.0,1027845.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,5,1.5,203.69500594530322
ISABELA,LEYTE,8,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,1.0,0.0
ISABELA,NEGROS OCCIDENTAL,6,80837.0,1.0,0.0,0.0,5113572.0600000005,0.5,0.375,0.125,0.125,0.0,8,6,1.3333333333333333,312.5464250351446
ISABELA CITY,ISABELA CITY,9,269.0,0.0,0.0,0.0,56116.5,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,3,9,0.75,919.9426229508197
ITBAYAT,BATANES,2,15058.0,0.0,0.0,0.0,1537265.5,0.5,0.0,0.0,0.0,0.0,8,2,1.6,309.74521458795084
ITOGON,BENGUET,Car,4572.0,0.0,7.0,0.0,1342171.63,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,13,Car,2.1666666666666665,1050.2125430359936
IVANA,BATANES,2,5977.0,0.0,3.0,0.0,1128616.3,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,6,2,1.2,642.7199886104784
IVISAN,CAPIZ,6,25091.0,0.0,0.0,0.0,2173463.0,0.4,0.2,0.0,0.0,0.2,5,6,1.0,279.437258935459
JABONGA,AGUSAN DEL NORTE,Caraga,29898.0,0.0,0.0,0.0,3301704.0,0.0,0.0,0.0,0.0,0.0,3,Caraga,1.0,383.02830626450117
JAEN,NUEVA ECIJA,3,113496.0,0.0,0.0,0.0,3798165.0,0.125,0.0,0.0,0.0,0.0,8,3,1.3333333333333333,125.9213274541657
JAGNA,BOHOL,7,33179.0,2.0,0.0,0.0,4691476.0,1.0,0.5,0.0,0.0,0.0,2,7,0.5,415.5058010805066
JALA JALA,RIZAL,4A,11208.0,0.0,0.0,0.0,1367865.0,0.0,0.0,0.0,0.0,0.0,4,4A,0.6666666666666666,554.2402755267423
JAMINDAN,CAPIZ,6,10526.0,0.0,0.0,0.0,473000.0,0.2,0.2,0.0,0.0,0.0,5,6,1.0,177.352830896138
JANIUAY,ILOILO,6,24710.0,0.0,0.0,0.0,3245666.7800000003,0.5,0.6666666666666666,0.0,0.16666666666666666,0.0,6,6,1.0,686.1874799154334
JARO,LEYTE,8,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,0.0
JASAAN,MISAMIS ORIENTAL,10,8726.0,1.0,8.0,0.0,411232.0,0.0,0.0,0.0,0.0,0.2,5,10,1.25,191.7165501165501
JASAAN,MISAMIS ORIENTAL,9,853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
JAVIER,LEYTE,8,38806.0,0.0,0.0,0.0,2193927.74,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,3,8,1.5,201.33318711571994
JIABONG,SAMAR,8,2439.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,0.0
JIMALALUD,NEGROS ORIENTAL,7,33343.0,2.0,0.0,0.0,3051000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,317.94497707378076
JIPAPAD,EASTERN SAMAR,8,30677.0,2.0,42.0,0.0,4532249.0,0.6,0.0,0.0,0.2,0.4,5,8,1.0,524.6873118777495
JOMALIG,QUEZON,4A,3851.0,0.0,0.0,0.0,9489080.14,0.2,0.2,0.0,0.0,0.0,5,4A,1.0,9185.94398838335
JONES,ISABELA,2,2334.0,0.0,0.0,0.0,382223.13,0.5,0.0,0.0,0.0,0.0,4,2,0.8,614.5066398713826
JORDAN,GUIMARAS,6,15237.0,0.0,0.0,0.0,1279779.8,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,7,6,1.4,263.0585405960946
JOSE ABAD SANTOS,DAVAO OCCIDENTAL,11,11213.0,1.0,0.0,0.0,868357.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,6,11,1.5,334.4980739599384
JOSE ABAD SANTOS,MISAMIS ORIENTAL,11,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
JOSE DALMAN,ZAMBOANGA DEL NORTE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,0.4,0.0
JOSE PANGANIBAN,CAMARINES NORTE,5,55663.0,0.0,0.0,0.0,7282723.27,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,11,5,1.8333333333333333,564.7273007133995
JOVELLAR,ALBAY,5,28070.0,0.0,0.0,0.0,3663125.08,0.4,0.0,0.0,0.0,0.1,10,5,1.6666666666666667,454.7076812313803
JUBAN,SORSOGON,5,42573.0,0.0,0.0,0.0,1094253.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,5,1.8,97.37079551521623
JULITA,LEYTE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,0.0
KABACAN,COTABATO,12,48898.0,0.0,0.0,0.0,519000.0,0.0,0.25,0.0,0.0,0.0,4,12,1.0,46.5345646911145
KABANKALAN CITY,NEGROS OCCIDENTAL,6,167352.0,16.0,0.0,2.0,7682966.180000001,0.5,0.0,0.125,0.125,0.0,8,6,1.6,150.89196496258617
KABAYAN,BENGUET,Car,17766.0,0.0,1.0,0.0,2472997.0,0.25,0.0,0.125,0.0,0.0,8,Car,1.6,486.81043307086617
KABUGAO,APAYAO,Car,18988.0,0.0,1.0,0.0,602205.6000000001,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,7,Car,1.1666666666666667,121.65769696969699
KABUNTALAN,MAGUINDANAO,Barmm,52705.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,3,Barmm,1.0,0.0
KALAMANSIG,SULTAN KUDARAT,12,26158.0,2.0,10.0,0.0,2195000.0,0.25,0.25,0.0,0.0,0.0,4,12,1.0,348.52334074309306
KALAYAAN,LAGUNA,4A,4729.0,0.0,0.0,0.0,14956010.0,0.0,0.0,0.0,0.0,0.0,4,4A,0.6666666666666666,12169.251423921887
KALAYAAN,PALAWAN,4B,929.0,0.0,0.0,0.0,432646.7,0.4,0.2,0.0,0.0,0.0,5,4B,0.8333333333333334,2218.701025641026
KALIBO,AKLAN,6,61108.0,0.0,0.0,0.0,9752507.0,0.2,0.4,0.0,0.0,0.0,5,6,1.0,586.0529415299561
KALILANGAN,BUKIDNON,10,9392.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
KALINGAGALAN CALUANG,SULU,Barmm,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
KANANGA,LEYTE,8,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
KAPALONG,DAVAO DEL NORTE,11,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
KAPANGAN,BENGUET,Car,63744.0,0.0,5.0,0.0,4191814.0799999996,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,7,Car,1.4,257.7040501659904
KAPATAGAN,LANAO DEL NORTE,10,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1.0,0.0
KAPATAGAN,LANAO DEL SUR,Barmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
KASIBU,NUEVA VIZCAYA,2,2669.0,0.0,0.0,0.0,2560.0,0.25,0.0,0.0,0.0,0.0,4,2,1.3333333333333333,2.9357798165137616
KATIPUNAN,ZAMBOANGA DEL NORTE,9,2275.0,0.0,0.0,0.0,84705.95,0.5,0.0,0.0,0.0,0.0,2,9,0.6666666666666666,185.75866228070174
KAUSWAGAN,LANAO DEL NORTE,10,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0.4,0.0
KAWAYAN,BILIRAN,8,10559.0,0.0,7.0,0.0,125000.0,0.2,0.0,0.0,0.0,0.0,4,8,1.0,41.68056018672891
KAWIT,CAVITE,4A,21985.0,1.0,0.0,0.0,12178835.5,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,7,4A,1.1666666666666667,2148.3216616687246
KAYAPA,NUEVA VIZCAYA,2,1606.0,0.0,0.0,0.0,6128724.38,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,9,2,1.5,17460.75321937322
KIAMBA,SARANGANI,12,3955.0,0.0,0.0,0.0,1518000.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,12,1.0,1916.6666666666667
KIANGAN,IFUGAO,Car,1730.0,0.0,0.0,0.0,307400.33,0.8,0.4,0.6,0.2,0.0,5,Car,1.25,552.8782913669065
KIBUNGAN,BENGUET,Car,12157.0,0.0,2.0,0.0,1392873.8,0.5,0.125,0.0,0.0,0.0,8,Car,1.6,369.56057309631205
KINOGUITAN,MISAMIS ORIENTAL,10,8104.0,0.0,0.0,0.0,610667.76,0.0,0.0,0.0,0.0,0.0,2,10,0.5,171.0553949579832
KITAOTAO,BUKIDNON,10,93.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0.6666666666666666,0.0
KITCHARAO,AGUSAN DEL NORTE,Caraga,21278.0,0.0,0.0,0.0,5512014.82,0.0,0.0,0.0,0.0,0.0,1,Caraga,1.0,919.2819913275517
KOLAMBUGAN,LANAO DEL NORTE,10,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
KUMALARANG,ZAMBOANGA DEL SUR,9,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
LA CARLOTA CITY,NEGROS OCCIDENTAL,6,40818.0,1.0,0.0,0.0,2681929.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,6,6,1.2,220.35403828773315
LA CASTELLANA,NEGROS OCCIDENTAL,6,75821.0,0.0,0.0,0.0,4271271.84,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,7,6,1.4,243.25256791389032
LA LIBERTAD,NEGROS ORIENTAL,7,30631.0,2.0,0.0,0.0,5760000.0,0.5,0.0,0.0,0.0,0.0,2,7,1.0,517.7528089887641
LA PAZ,ABRA,Car,16519.0,0.0,1.0,0.0,160650.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,Car,0.6,27.45684498376346
LA PAZ,AGUSAN DEL SUR,Caraga,12755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,0.0
LA PAZ,LEYTE,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,0.0
LA PAZ,TARLAC,3,69187.0,0.0,0.0,0.0,3105415.11,0.125,0.0,0.0,0.0,0.0,8,3,1.3333333333333333,167.76052671384582
LA TRINIDAD,BENGUET,Car,33694.0,0.0,11.0,1.0,2597746.37,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.0,11,Car,2.2,330.7545670995671
LABASON,ZAMBOANGA DEL NORTE,9,2521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0.8,0.0
LABO,CAMARINES NORTE,5,86754.0,0.0,0.0,0.0,6042613.8,0.23076923076923078,0.0,0.0,0.0,0.0,13,5,2.1666666666666665,300.5228925249913
LABRADOR,PANGASINAN,1,27415.0,0.0,0.0,0.0,6169328.57,0.125,0.0,0.0,0.0,0.0,8,1,1.6,575.0143135427347
LACUB,ABRA,Car,19327.0,0.0,1.0,0.0,841451.6,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,7,Car,1.4,189.7725755525485
LAGANGILANG,ABRA,Car,31323.0,0.0,6.0,0.0,1728658.82,0.4,0.2,0.2,0.0,0.0,5,Car,1.0,173.49044761140104
LAGAWE,IFUGAO,Car,604.0,0.0,1.0,0.0,102654.35,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,3,Car,0.75,470.89151376146793
LAGAYAN,ABRA,Car,7826.0,0.0,0.0,0.0,597158.0,0.375,0.125,0.0,0.0,0.0,8,Car,1.6,208.21408647140865
LAGONGLONG,MISAMIS ORIENTAL,10,10006.0,0.0,0.0,0.0,215508.8,0.0,0.0,0.0,0.0,0.3333333333333333,3,10,0.75,90.97036724356268
LAGONGLONG,MISAMIS ORIENTAL,9,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
LAGONOY,CAMARINES SUR,5,47656.0,0.0,0.0,0.0,2145151.6,0.2857142857142857,0.0,0.0,0.0,0.0,7,5,1.4,179.13583298538623
LAKE SEBU,SOUTH COTABATO,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,1.0,0.0
LAL LO,CAGAYAN,2,24819.0,0.0,0.0,0.0,4994817.98,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,12,2,2.4,656.9535683282916
LALA,LANAO DEL NORTE,10,736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0.75,0.0
LAMBAYONG,SULTAN KUDARAT,12,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,1.0,0.0
LAMBUNAO,ILOILO,6,34448.0,0.0,0.0,0.0,2623301.0,0.5,0.5,0.0,0.16666666666666666,0.0,6,6,1.2,329.891976861167
LAMITAN,BASILAN,Barmm,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Barmm,1.0,0.0
LAMUT,IFUGAO,Car,293.0,0.0,0.0,0.0,112809.5,0.25,0.5,0.25,0.0,0.0,4,Car,0.8,626.7194444444444
LANGIDEN,ABRA,Car,11745.0,0.0,0.0,0.0,529616.88,0.25,0.25,0.0,0.0,0.0,4,Car,0.8,146.91175589459084
LANTAWAN,BASILAN,Barmm,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Barmm,0.75,0.0
LANUZA,SURIGAO DEL SUR,Caraga,20977.0,0.0,3.0,0.0,168181.0,0.5,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,34.47038327526133
LAOAC,PANGASINAN,1,7808.0,0.0,0.0,0.0,738689.63,0.4,0.0,0.4,0.4,0.0,5,1,1.0,419.47168086314593
LAOAG,NORTHERN SAMAR,8,45998.0,0.0,0.0,0.0,1057400.0,0.25,0.0,0.0,0.0,0.0,4,8,0.8,96.43410852713178
LAOAG CITY,ILOCOS NORTE,1,57496.0,0.0,0.0,1.0,1753155.12,0.2857142857142857,0.0,0.0,0.0,0.0,7,1,1.4,118.93861058344642
LAPINIG,NORTHERN SAMAR,8,22908.0,0.0,24.0,0.0,3847834.5,0.25,0.0,0.0,0.25,0.25,4,8,0.8,678.8698835568101
LAPU LAPU CITY,CEBU,7,370118.0,9.0,164.0,5.0,13725500.0,0.5,0.0,0.0,0.0,0.0,2,7,1.0,107.9379684022617
LARENA,SIQUIJOR,7,2212.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,0.0
LAS NAVAS,NORTHERN SAMAR,8,49369.0,0.0,6.0,0.0,4327192.0,0.5,0.0,0.0,0.25,0.25,4,8,0.8,402.0059457450762
LAS NIEVES,AGUSAN DEL NORTE,Caraga,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Caraga,1.0,0.0
LAS PIÑAS CITY,NCR,Ncr,66291.0,0.0,0.0,0.0,10074240.48,0.5,0.0,0.0,0.0,0.0,6,Ncr,1.0,584.488308192156
LASAM,CAGAYAN,2,5860.0,0.0,0.0,0.0,437729.45999999996,0.5,0.0,0.1,0.0,0.1,10,2,2.0,251.56865517241377
LAUA AN,ANTIQUE,6,25936.0,1.0,0.0,2.0,4962885.92,0.625,0.625,0.125,0.125,0.0,8,6,1.3333333333333333,786.3866138488354
LAUR,NUEVA ECIJA,3,7255.0,0.0,0.0,0.0,375000.0,0.0,0.0,0.0,0.0,0.0,4,3,0.8,185.459940652819
LAUREL,BATANGAS,4A,10934.0,1.0,0.0,0.0,1124400.0,0.0,0.0,0.0,0.0,0.0,8,4A,1.3333333333333333,410.96491228070175
LAVEZARES,NORTHERN SAMAR,8,38566.0,0.0,0.0,0.0,2339363.42,0.75,0.0,0.25,0.25,0.25,4,8,0.8,302.3996147880041
LAWAAN,EASTERN SAMAR,8,67457.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1.25,0.0
LAZI,SIQUIJOR,7,3150.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,0.0
LEBAK,SULTAN KUDARAT,12,169596.0,0.0,0.0,0.0,13512280.0,0.4,0.2,0.0,0.0,0.2,5,12,1.25,396.7315540679409
LEGANES,ILOILO,6,52462.0,0.0,0.0,0.0,6913506.24,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,7,6,1.4,496.90981384316825
LEGAZPI CITY,ALBAY,5,286261.0,0.0,0.0,0.0,7747616.0,0.18181818181818182,0.0,0.0,0.0,0.0,11,5,1.8333333333333333,105.62818345421825
LEMERY,BATANGAS,4A,10949.0,0.0,0.0,0.0,509612.75,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,7,4A,1.1666666666666667,182.65689964157707
LEMERY,ILOILO,6,51325.0,1.0,0.0,0.0,1932440.0,0.4,0.0,0.0,0.0,0.0,5,6,1.0,124.88302959803542
LEON,ILOILO,6,16054.0,0.0,0.0,0.0,1998197.08,0.625,0.75,0.25,0.25,0.0,8,6,1.6,522.4044653594772
LEON B POSTIGO,ZAMBOANGA DEL NORTE,9,278.0,0.0,1.0,0.0,37180.0,0.5,0.0,0.0,0.0,0.0,2,9,1.0,609.5081967213115
LEYTE,LEYTE,8,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
LEZO,AKLAN,6,3898.0,1.0,0.0,0.0,729029.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,6,6,1.2,633.3874891398783
LIAN,BATANGAS,4A,26817.0,0.0,0.0,0.0,978975.55,0.0,0.0,0.0,0.0,0.0,9,4A,1.5,141.65468817826653
LIANGA,SURIGAO DEL SUR,Caraga,33951.0,0.0,0.0,0.0,4775071.220000001,0.5,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,570.6347060229447
LIBACAO,AKLAN,6,35689.0,5.0,1.0,1.0,3419807.0,0.2,0.4,0.0,0.0,0.0,5,6,1.0,384.37754299201976
LIBAGON,SOUTHERN LEYTE,8,16719.0,0.0,0.0,0.0,7830384.02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,8,1.5,1636.7859573578594
LIBERTAD,ANTIQUE,6,69850.0,0.0,0.0,0.0,5990683.8,0.4444444444444444,0.6666666666666666,0.0,0.0,0.0,9,6,1.5,334.3015513392857
LIBERTAD,MISAMIS ORIENTAL,10,1263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,1.0,0.0
LIBJO,DINAGAT ISLANDS,13,19542.0,0.0,0.0,0.0,6299324.66,0.0,0.0,0.0,0.0,0.0,4,13,1.3333333333333333,931.714932702263
LIBMANAN,CAMARINES SUR,5,106144.0,0.0,0.0,0.0,1131300.0,0.1,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,41.924844352208716
LIBON,ALBAY,5,161041.0,0.0,0.0,0.0,11724471.34,0.4,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,341.831287792647
LIBON,BUKIDNON,10,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
LIBUNGAN,COTABATO,12,16465.0,0.0,0.0,0.0,1832778.0,0.5,0.0,0.0,0.0,0.0,2,12,0.6666666666666666,554.2116722104627
LICAB,NUEVA ECIJA,3,66127.0,0.0,0.0,0.0,5408823.38,0.375,0.0,0.125,0.0,0.0,8,3,1.3333333333333333,331.72789819073904
LICUAN BAAY,ABRA,Car,13838.0,0.0,5.0,0.0,868252.6,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,9,Car,1.8,234.15658036677453
LIDLIDDA,ILOCOS SUR,1,5534.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.8,0.0
LIGAO CITY,ALBAY,5,22466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1.8,0.0
LILA,BOHOL,7,13575.0,0.0,0.0,0.0,1468630.0,0.5,0.0,0.0,0.0,0.0,2,7,2.0,563.3410049865746
LILIW,LAGUNA,4A,2234.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4A,1.3333333333333333,0.0
LILOAN,CEBU,7,88464.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,1.5,0.0
LILOAN,SOUTHERN LEYTE,8,20119.0,1.0,0.0,0.0,4424362.0,0.5,0.5,0.5,0.5,0.0,2,8,1.0,705.8650287172942
LILOY,ZAMBOANGA DEL NORTE,9,643.0,0.0,0.0,0.0,8640.0,0.25,0.0,0.0,0.0,0.0,4,9,0.8,50.23255813953488
LIMASAWA,SOUTHERN LEYTE,8,6731.0,1.0,0.0,0.0,15296420.41,1.0,0.5,0.5,0.5,0.5,2,8,1.0,7756.805481744422
LIMAY,BATAAN,3,168411.0,0.0,0.0,0.0,900180.0,0.14285714285714285,0.0,0.0,0.0,0.0,7,3,1.1666666666666667,21.748206131767777
LINAMON,LANAO DEL NORTE,10,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
LINAPACAN,PALAWAN,4B,20871.0,0.0,0.0,0.0,307809.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,4B,0.6,69.42016238159675
LINGAYEN,PANGASINAN,1,199296.0,2.0,0.0,0.0,12290206.0,0.125,0.0,0.0,0.0,0.0,8,1,1.6,213.53103879632366
LINGIG,SURIGAO DEL SUR,Caraga,22512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,0.0
LINTANGAN,ZAMBOANGA DEL NORTE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
LIPA CITY,BATANGAS,4A,8254.0,0.0,0.0,0.0,1517574.73,0.0,0.0,0.0,0.0,0.0,8,4A,1.3333333333333333,787.1238226141079
LLANERA,NUEVA ECIJA,3,4624.0,0.0,0.0,0.0,33200.0,0.0,0.0,0.0,0.0,0.0,4,3,1.3333333333333333,24.739195230998508
LLORENTE,EASTERN SAMAR,8,47254.0,0.0,0.0,1.0,366000.0,0.25,0.0,0.0,0.0,0.0,4,8,1.0,29.392868615483458
LOAY,BOHOL,7,20655.0,0.0,0.0,0.0,1060000.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,0.75,180.241455534773
LOBO,BATANGAS,4A,13502.0,1.0,0.0,0.0,431230.0,0.0,0.2,0.0,0.0,0.0,5,4A,0.8333333333333334,134.33956386292834
LOBOC,BOHOL,7,17548.0,1.0,0.0,0.0,2028300.0,0.5,0.0,0.0,0.0,0.0,2,7,2.0,420.3730569948186
